epoch,count,mean,std,var,min,max,median,cv,range
1,29,5.221999931034483,0.506215623694159,0.2562542576720664,4.071795,6.724981,5.136196,0.09693903301026609,2.653186
2,29,4.743570379310344,0.42128161970090183,0.17747820309781528,3.993544,5.677444,4.648331,0.08881108237338958,1.6839000000000004
3,29,4.554886137931034,0.3819219056234556,0.14586434199505174,3.680223,5.309604,4.498579,0.08384883706378135,1.6293810000000004
4,29,4.4010715172413795,0.37899401611414646,0.1436364642503299,3.710745,5.00767,4.510447,0.08611403260079319,1.2969249999999999
5,29,4.23588,0.4045836327930234,0.16368791592399998,3.083986,4.855807,4.255201,0.09551347837828819,1.7718210000000005
6,29,4.0966200689655174,0.525805574116037,0.2764715017714953,2.567903,5.024796,4.133001,0.12835107119143074,2.4568930000000004
7,29,3.9941344137931036,0.2955162766299875,0.08732986975325127,3.27044,4.499518,4.045005,0.07398756426660788,1.2290780000000003
8,29,3.840866862068965,0.5288051182283996,0.2796348530645517,2.175062,4.721296,3.971935,0.1376785859074395,2.5462339999999997
9,29,3.7255965172413794,0.3898524074218547,0.15198489957261577,2.321263,4.386456,3.738656,0.10464160722120311,2.065193
10,29,3.5813611724137933,0.4750391157755229,0.2256621615167906,2.120798,4.340663,3.514182,0.13264205783952038,2.219865
11,29,3.357801103448276,0.6096864353923103,0.37171754950138175,0.509952,4.023565,3.496548,0.18157312378216686,3.5136129999999994
12,29,3.329776551724138,0.3289900988562886,0.10823448514547054,2.253419,3.863211,3.375704,0.09880245528365546,1.6097920000000001
13,29,3.1482360344827587,0.5735415137144754,0.3289498679538917,0.560058,3.918639,3.13952,0.18217868909206666,3.358581
14,29,3.067978724137931,0.3849806614051168,0.14821010965592119,2.03902,4.084375,2.972589,0.1254834847374283,2.045355
15,29,2.9327832413793105,0.2992246502017047,0.08953539128833253,1.951465,3.578117,2.929979,0.10202753683936663,1.6266520000000002
16,29,2.812372103448276,0.22104873786264298,0.04886254451066745,2.365016,3.261824,2.811563,0.07859868101792541,0.896808
17,29,2.724779448275862,0.22775543786570493,0.051872539477398984,2.170553,3.064014,2.709769,0.08358674240948932,0.8934609999999998
18,29,2.659942344827586,0.2849044561829051,0.08117054915287689,2.16894,3.253918,2.667229,0.10710925999464557,1.084978
19,29,2.580506379310345,0.2421834854350274,0.05865284061745814,2.160841,3.118818,2.622984,0.0938511477347141,0.9579770000000001
20,29,2.421203551724138,0.4644020073671229,0.21566922444661327,0.480025,3.016008,2.458718,0.19180626388740527,2.535983
21,29,2.423167827586207,0.28245206059575945,0.07977916653479057,1.890738,3.122248,2.479907,0.11656314407125434,1.2315099999999999
22,29,2.3105478620689657,0.2892306460841693,0.08365436663426602,1.465861,2.714891,2.36554,0.12517838337491938,1.24903
23,29,2.200023620689655,0.25302998907447627,0.06402417537102957,1.258144,2.609101,2.19555,0.11501239654652316,1.350957
24,29,2.1415673448275863,0.25873707349081443,0.06694487319859112,1.379928,2.754796,2.155694,0.1208166878878352,1.3748679999999998
25,29,2.0463108620689656,0.32140996422901175,0.10330436510569461,0.736585,2.55294,2.080706,0.1570680047625039,1.816355
26,29,1.9419604827586208,0.33733478484359264,0.11379475706547293,0.505058,2.36351,1.993982,0.17370836731157224,1.8584520000000002
27,29,1.9440601034482758,0.2235485358256912,0.04997394786981034,1.589601,2.467729,1.894131,0.11499054758089633,0.8781279999999998
28,29,1.8552237931034483,0.18141675530674417,0.032912039106027094,1.479084,2.188441,1.868976,0.09778699258878483,0.709357
29,29,1.7964384482758622,0.21265676580257992,0.04522290004161332,1.496852,2.459151,1.725711,0.11837687286568485,0.9622989999999998
30,29,1.7250013448275863,0.1980544712180169,0.03922557356944828,1.337422,2.097653,1.722447,0.11481409670310282,0.7602310000000001
