epoch,count,mean,std,var,min,max,median,cv,range
1,31,10.799293548387096,0.8533793159785724,0.7282562569400561,8.729475,12.36176,11.001671,0.07902177231824825,3.6322849999999995
2,31,10.130364645161292,0.8241083881791907,0.6791546354673037,8.838656,11.602557,9.964521,0.08135031828028236,2.763900999999999
3,31,9.782766322580645,0.842092612947665,0.7091199687810259,7.969354,11.1829,9.765994,0.08607919122057954,3.213546
4,31,9.520238354838709,0.9650341161541232,0.9312908453413697,7.331642,11.004725,9.547007,0.10136659190509024,3.673083
5,31,9.293876129032258,0.8350812531295273,0.6973606993283817,7.617312,10.716747,9.191022,0.08985284950386806,3.0994349999999997
6,31,8.920540419354838,0.693701616892872,0.4812219332797849,7.519339,10.89591,8.756361,0.07776452818797303,3.376571
7,31,8.615598548387096,0.6563359851125964,0.43077692535372236,7.128812,9.812847,8.578582,0.07617996375138293,2.6840349999999997
8,31,8.451658258064516,0.7586677937104825,0.5755768212135313,6.629081,10.064013,8.333887,0.0897655549414302,3.434931999999999
9,31,8.040114483870967,0.719661363283402,0.5179124778029247,6.201167,9.459469,7.916822,0.08950884526919275,3.2583020000000005
10,31,7.808198677419354,0.8324325950443628,0.6929440252922922,5.603937,9.089993,7.925918,0.10661006839537614,3.4860559999999996
11,31,7.444499387096775,0.6419353833597105,0.4120810364091785,6.133075,8.667482,7.536876,0.08622948971858994,2.534407
12,31,7.2898621935483865,0.6834416404419336,0.4670924758899612,5.225941,8.845282,7.300047,0.09375234020840441,3.6193409999999995
13,31,7.048056096774194,0.7033606755672065,0.4947162399343571,5.399443,8.406878,7.066406,0.09979498827898459,3.007435000000001
14,31,6.666978967741935,0.7439392724171099,0.5534456410444989,5.054626,8.272528,6.723259,0.1115856636141568,3.2179019999999996
15,31,6.494680290322581,0.6398472659547325,0.40940452374974623,5.368454,7.904157,6.364069,0.09851867025820177,2.535703
16,31,6.2810796774193545,0.5522081742219076,0.30493386767749264,5.11277,7.565526,6.181728,0.08791612311607994,2.452756
17,31,6.003056419354839,0.3782680611533549,0.14308672608871822,5.200392,6.816419,6.012313,0.06301257804836825,1.6160269999999999
18,31,5.788234580645161,0.4963554516601165,0.24636873439271828,4.485385,6.787421,5.777242,0.08575247681215994,2.302036
19,31,5.548477032258065,0.5702302714699553,0.32516256250069897,4.238539,6.867185,5.513197,0.10277239468681527,2.628646
20,31,5.402386193548387,0.5469012834377225,0.29910101382582804,4.30352,6.456169,5.389004,0.10123328171000445,2.1526490000000003
21,31,5.149941225806452,0.5135045847780206,0.26368695858804736,4.301188,6.400956,4.982621,0.0997107660578415,2.099768
22,31,5.008438838709678,0.5108156266944135,0.2609326044752064,4.12897,5.937973,5.021535,0.10199098823896485,1.8090030000000006
23,31,4.810088838709677,0.3518988604983063,0.12383280802000646,4.042931,5.489795,4.825797,0.0731584950503127,1.4468639999999997
24,31,4.63227306451613,0.4800057364080098,0.2304055069845958,3.644586,5.57945,4.576737,0.10362207273248246,1.9348639999999997
25,31,4.420690870967742,0.440835073452173,0.19433556198558277,3.44328,5.252444,4.289894,0.09972085502456066,1.8091639999999996
26,31,4.2404630645161285,0.4542243828306985,0.20631978995792893,3.65115,5.687702,4.182442,0.1071166936063218,2.036552
27,31,4.188540870967741,0.42959490945011153,0.18455178622544952,3.469536,5.327508,4.082737,0.10256433509525617,1.8579719999999997
28,31,4.0191394516129035,0.47767615782234996,0.2281745117519226,3.053885,5.482286,3.994547,0.11885035679233667,2.428401
29,31,3.7964070322580645,0.31378706920123217,0.09846232479789888,3.286252,4.437202,3.829501,0.08265369506878055,1.15095
30,31,3.645098612903226,0.34812584522953544,0.12119160411677846,3.019518,4.927523,3.694062,0.09550519264340623,1.9080049999999997
