timestamp,epoch,batch_num,loss
2025-12-06 06:41:57,1,1,11.001671
2025-12-06 06:41:57,1,2,10.413241
2025-12-06 06:41:57,1,3,9.222727
2025-12-06 06:41:57,1,4,11.584364
2025-12-06 06:41:57,1,5,11.092008
2025-12-06 06:41:57,1,6,11.018568
2025-12-06 06:41:57,1,7,11.091372
2025-12-06 06:41:57,1,8,11.696261
2025-12-06 06:41:57,1,9,10.991172
2025-12-06 06:41:57,1,10,10.279905
2025-12-06 06:41:57,1,11,11.924893
2025-12-06 06:41:57,1,12,11.115185
2025-12-06 06:41:57,1,13,10.960436
2025-12-06 06:41:57,1,14,9.959463
2025-12-06 06:41:57,1,15,11.618991
2025-12-06 06:41:57,1,16,10.481959
2025-12-06 06:41:58,1,17,11.36649
2025-12-06 06:41:58,1,18,11.354008
2025-12-06 06:41:58,1,19,9.669797
2025-12-06 06:41:58,1,20,12.36176
2025-12-06 06:41:58,1,21,11.189863
2025-12-06 06:41:58,1,22,9.885181
2025-12-06 06:41:58,1,23,10.608169
2025-12-06 06:41:58,1,24,11.41026
2025-12-06 06:41:58,1,25,11.729639
2025-12-06 06:41:58,1,26,9.619923
2025-12-06 06:41:58,1,27,10.120047
2025-12-06 06:41:58,1,28,11.75999
2025-12-06 06:41:58,1,29,10.490087
2025-12-06 06:41:58,1,30,10.031195
2025-12-06 06:41:58,1,31,8.729475
2025-12-06 06:41:58,2,1,10.004527
2025-12-06 06:41:58,2,2,11.29423
2025-12-06 06:41:58,2,3,9.760866
2025-12-06 06:41:58,2,4,11.309789
2025-12-06 06:41:58,2,5,9.282795
2025-12-06 06:41:58,2,6,9.764292
2025-12-06 06:41:58,2,7,11.602557
2025-12-06 06:41:58,2,8,10.791304
2025-12-06 06:41:58,2,9,11.046493
2025-12-06 06:41:58,2,10,8.901084
2025-12-06 06:41:58,2,11,8.838656
2025-12-06 06:41:58,2,12,11.279334
2025-12-06 06:41:59,2,13,9.357631
2025-12-06 06:41:59,2,14,9.731004
2025-12-06 06:41:59,2,15,9.89696
2025-12-06 06:41:59,2,16,9.327758
2025-12-06 06:41:59,2,17,11.579489
2025-12-06 06:41:59,2,18,9.964521
2025-12-06 06:41:59,2,19,11.18619
2025-12-06 06:41:59,2,20,9.324534
2025-12-06 06:41:59,2,21,10.115223
