timestamp,epoch,batch_num,loss
2025-12-06 04:25:29,1,35,68.433571
2025-12-06 04:25:30,1,45,59.717613
2025-12-06 04:25:31,1,90,45.526752
2025-12-06 04:25:31,1,111,47.802998
2025-12-06 04:25:31,1,118,40.589573
2025-12-06 04:25:31,1,120,43.103458
2025-12-06 04:25:32,1,128,48.053413
2025-12-06 04:25:32,1,136,47.964577
2025-12-06 04:25:32,1,140,35.558605
2025-12-06 04:25:32,1,162,43.51432
2025-12-06 04:25:33,1,187,36.155418
2025-12-06 04:25:33,1,199,38.433781
2025-12-06 04:25:33,1,202,42.717865
2025-12-06 04:25:33,1,212,35.710213
2025-12-06 04:25:34,1,214,38.820911
2025-12-06 04:25:34,1,227,36.610527
2025-12-06 04:25:35,1,261,35.245251
2025-12-06 04:25:35,1,263,35.126545
2025-12-06 04:25:35,1,273,31.151356
2025-12-06 04:25:36,1,299,37.157879
2025-12-06 04:25:36,1,304,32.61039
2025-12-06 04:25:36,1,310,35.644497
2025-12-06 04:25:36,1,324,32.404388
2025-12-06 04:25:36,1,329,32.096409
2025-12-06 04:25:37,1,351,29.524332
2025-12-06 04:25:37,1,370,31.789312
2025-12-06 04:25:37,1,379,28.233936
2025-12-06 04:25:38,1,392,33.215939
2025-12-06 04:25:38,1,402,26.921553
2025-12-06 04:25:38,1,423,28.165173
2025-12-06 04:25:39,1,437,25.302748
2025-12-06 04:25:39,1,439,29.928194
2025-12-06 04:25:39,1,442,24.282379
2025-12-06 04:25:39,1,446,31.055435
2025-12-06 04:25:39,1,448,26.499352
2025-12-06 04:25:40,1,492,27.728048
2025-12-06 04:25:40,1,509,27.4776
2025-12-06 04:25:41,1,517,28.618584
2025-12-06 04:25:41,1,520,24.922998
2025-12-06 04:25:41,1,523,26.679382
2025-12-06 04:25:41,1,550,24.067617
2025-12-06 04:25:42,1,574,27.086914
2025-12-06 04:25:42,1,576,20.943651
2025-12-06 04:25:42,1,583,22.856922
2025-12-06 04:25:43,1,610,29.231615
2025-12-06 04:25:44,1,648,22.594635
2025-12-06 04:25:44,1,652,24.633959
2025-12-06 04:25:44,1,660,22.538294
2025-12-06 04:25:44,1,664,21.112444
2025-12-06 04:25:44,1,666,22.230583
2025-12-06 04:25:44,1,669,24.086399
2025-12-06 04:25:44,1,676,25.869858
2025-12-06 04:25:44,1,685,24.089903
2025-12-06 04:25:45,1,687,24.91865
2025-12-06 04:25:45,1,691,23.475096
2025-12-06 04:25:45,1,714,22.886164
2025-12-06 04:25:47,1,776,23.550835
2025-12-06 04:25:47,1,780,24.482759
2025-12-06 04:25:47,1,788,22.16976
2025-12-06 04:25:47,1,804,22.442715
2025-12-06 04:25:47,1,805,22.219349
2025-12-06 04:25:47,1,812,21.124828
2025-12-06 04:25:48,1,822,21.924171
2025-12-06 04:25:48,1,839,19.262402
2025-12-06 04:25:49,1,884,21.24967
2025-12-06 04:25:49,1,897,23.129656
2025-12-06 04:25:50,1,924,21.06949
2025-12-06 04:25:50,1,944,19.392979
2025-12-06 04:25:50,1,948,21.050604
2025-12-06 04:25:51,1,950,20.690744
2025-12-06 04:25:51,1,955,21.139952
2025-12-06 04:25:51,1,964,23.714188
2025-12-06 04:25:51,1,981,20.779911
2025-12-06 04:25:52,1,990,20.180769
2025-12-06 04:25:52,1,1010,19.149378
2025-12-06 04:25:52,1,1031,19.533312
2025-12-06 04:25:53,1,1046,18.934725
2025-12-06 04:25:53,1,1048,21.44076
2025-12-06 04:25:53,1,1060,19.964029
2025-12-06 04:25:53,1,1069,23.726542
2025-12-06 04:25:53,1,1070,21.457933
2025-12-06 04:25:54,1,1091,20.189198
2025-12-06 04:25:54,1,1092,17.88562
2025-12-06 04:25:54,1,1109,12.818689
2025-12-06 04:25:55,1,1127,19.966864
2025-12-06 04:25:55,1,1135,17.17178
2025-12-06 04:25:55,1,1161,18.840641
2025-12-06 04:25:56,1,1190,18.567917
2025-12-06 04:25:56,1,1203,17.907232
2025-12-06 04:25:57,1,1236,20.866165
2025-12-06 04:25:58,1,1262,16.257704
2025-12-06 04:25:58,1,1276,17.444448
2025-12-06 04:25:58,1,1286,18.98621
2025-12-06 04:25:59,1,1314,16.882362
2025-12-06 04:25:59,1,1316,15.378085
2025-12-06 04:25:59,1,1326,17.597204
2025-12-06 04:25:59,1,1344,17.13225
2025-12-06 04:26:00,1,1367,18.064259
2025-12-06 04:26:00,1,1376,18.23945
2025-12-06 04:26:01,1,1413,17.534763
2025-12-06 04:26:02,1,1442,17.59631
2025-12-06 04:26:02,1,1451,16.623375
2025-12-06 04:26:02,1,1455,18.847071
2025-12-06 04:26:02,1,1473,17.187408
2025-12-06 04:26:03,1,1479,16.033504
2025-12-06 04:26:03,1,1500,17.699568
2025-12-06 04:26:06,2,8,18.353477
2025-12-06 04:26:06,2,24,16.051466
2025-12-06 04:26:06,2,29,19.662064
2025-12-06 04:26:06,2,35,15.128735
2025-12-06 04:26:06,2,36,16.437431
2025-12-06 04:26:07,2,53,16.529469
2025-12-06 04:26:07,2,68,15.222647
2025-12-06 04:26:07,2,85,14.390414
2025-12-06 04:26:08,2,94,15.795935
2025-12-06 04:26:08,2,104,16.858267
2025-12-06 04:26:08,2,109,17.82546
2025-12-06 04:26:08,2,123,17.459906
2025-12-06 04:26:08,2,134,18.227072
2025-12-06 04:26:09,2,170,16.691353
2025-12-06 04:26:09,2,175,18.561502
2025-12-06 04:26:10,2,183,16.612864
2025-12-06 04:26:10,2,203,16.667219
2025-12-06 04:26:11,2,227,15.07285
2025-12-06 04:26:11,2,250,16.585917
2025-12-06 04:26:11,2,254,16.964296
2025-12-06 04:26:11,2,265,17.535404
2025-12-06 04:26:12,2,276,17.427639
2025-12-06 04:26:12,2,278,13.765641
2025-12-06 04:26:12,2,285,17.68733
2025-12-06 04:26:12,2,298,14.514565
2025-12-06 04:26:13,2,327,17.633303
2025-12-06 04:26:13,2,334,16.419506
2025-12-06 04:26:13,2,337,14.943831
2025-12-06 04:26:13,2,343,13.920598
2025-12-06 04:26:13,2,346,17.980087
2025-12-06 04:26:14,2,360,16.825808
2025-12-06 04:26:14,2,362,18.292055
2025-12-06 04:26:14,2,365,15.683157
2025-12-06 04:26:15,2,415,14.716584
2025-12-06 04:26:15,2,420,17.022253
2025-12-06 04:26:15,2,429,13.791942
2025-12-06 04:26:15,2,438,17.048658
2025-12-06 04:26:16,2,442,16.971611
2025-12-06 04:26:16,2,452,16.30983
2025-12-06 04:26:16,2,456,15.373435
2025-12-06 04:26:17,2,485,16.721025
2025-12-06 04:26:17,2,488,15.936196
2025-12-06 04:26:17,2,520,16.072374
2025-12-06 04:26:18,2,533,16.761324
2025-12-06 04:26:18,2,548,15.344516
2025-12-06 04:26:18,2,557,16.093809
2025-12-06 04:26:19,2,589,15.593666
2025-12-06 04:26:19,2,590,15.651991
2025-12-06 04:26:19,2,601,15.630862
2025-12-06 04:26:19,2,608,16.018072
2025-12-06 04:26:20,2,616,17.600271
2025-12-06 04:26:20,2,622,18.692774
2025-12-06 04:26:20,2,627,17.69091
2025-12-06 04:26:20,2,638,17.816229
