timestamp,epoch,batch_num,loss
2025-12-06 07:21:10,1,1,19.861723
2025-12-06 07:21:10,1,2,18.430746
2025-12-06 07:21:10,1,3,18.003532
2025-12-06 07:21:10,1,4,12.102438
2025-12-06 07:21:11,1,5,15.970396
2025-12-06 07:21:11,1,6,11.071198
2025-12-06 07:21:11,1,7,11.186798
2025-12-06 07:21:11,1,8,11.645976
2025-12-06 07:21:11,1,9,10.760090
2025-12-06 07:21:11,1,10,10.376428
2025-12-06 07:21:11,1,11,7.124646
2025-12-06 07:21:11,1,12,8.500004
2025-12-06 07:21:11,1,13,6.324427
2025-12-06 07:21:11,1,14,8.073969
2025-12-06 07:21:11,1,15,8.252249
2025-12-06 07:21:11,1,16,8.309130
2025-12-06 07:21:11,1,17,9.380411
2025-12-06 07:21:11,2,1,6.507714
2025-12-06 07:21:11,2,2,8.670884
2025-12-06 07:21:11,2,3,6.758906
2025-12-06 07:21:12,2,4,10.577559
2025-12-06 07:21:12,2,5,8.157547
2025-12-06 07:21:12,2,6,9.730804
2025-12-06 07:21:12,2,7,8.931253
2025-12-06 07:21:12,2,8,6.566103
2025-12-06 07:21:12,2,9,9.936612
2025-12-06 07:21:12,2,10,9.566317
2025-12-06 07:21:12,2,11,9.316657
2025-12-06 07:21:12,2,12,6.856957
2025-12-06 07:21:12,2,13,8.215601
2025-12-06 07:21:12,2,14,6.426590
2025-12-06 07:21:12,2,15,7.492581
2025-12-06 07:21:12,2,16,7.837729
2025-12-06 07:21:12,2,17,7.321051
2025-12-06 07:21:12,3,1,7.758892
2025-12-06 07:21:13,3,2,8.354005
2025-12-06 07:21:13,3,3,7.980631
2025-12-06 07:21:13,3,4,7.800572
2025-12-06 07:21:13,3,5,5.982413
2025-12-06 07:21:13,3,6,7.678109
2025-12-06 07:21:13,3,7,7.900783
2025-12-06 07:21:13,3,8,5.916698
2025-12-06 07:21:13,3,9,11.062285
2025-12-06 07:21:13,3,10,6.988010
2025-12-06 07:21:13,3,11,7.621497
2025-12-06 07:21:13,3,12,7.386116
2025-12-06 07:21:13,3,13,6.532064
2025-12-06 07:21:13,3,14,8.829735
2025-12-06 07:21:13,3,15,8.153296
2025-12-06 07:21:13,3,16,8.452555
2025-12-06 07:21:13,3,17,5.442116
2025-12-06 07:21:14,4,1,5.096609
2025-12-06 07:21:14,4,2,9.435000
2025-12-06 07:21:14,4,3,7.634317
2025-12-06 07:21:14,4,4,7.300726
2025-12-06 07:21:14,4,5,8.399343
2025-12-06 07:21:14,4,6,6.627667
2025-12-06 07:21:14,4,7,6.375009
2025-12-06 07:21:14,4,8,7.358657
2025-12-06 07:21:14,4,9,9.084325
2025-12-06 07:21:14,4,10,8.364944
2025-12-06 07:21:14,4,11,7.158090
2025-12-06 07:21:14,4,12,6.090893
2025-12-06 07:21:14,4,13,6.701267
2025-12-06 07:21:15,4,14,6.563204
2025-12-06 07:21:15,4,15,6.033918
2025-12-06 07:21:15,4,16,8.823664
2025-12-06 07:21:15,4,17,0.504637
2025-12-06 07:21:15,5,1,6.590938
2025-12-06 07:21:15,5,2,7.707638
2025-12-06 07:21:15,5,3,6.434525
2025-12-06 07:21:15,5,4,6.773032
2025-12-06 07:21:15,5,5,8.255943
2025-12-06 07:21:15,5,6,7.178616
2025-12-06 07:21:15,5,7,5.974840
2025-12-06 07:21:15,5,8,6.848489
2025-12-06 07:21:15,5,9,9.700810
2025-12-06 07:21:15,5,10,5.321420
2025-12-06 07:21:16,5,11,9.684196
2025-12-06 07:21:16,5,12,7.266803
2025-12-06 07:21:16,5,13,5.472402
2025-12-06 07:21:16,5,14,8.133125
2025-12-06 07:21:16,5,15,5.899262
2025-12-06 07:21:16,5,16,6.901330
2025-12-06 07:21:16,5,17,5.939170
2025-12-06 07:21:16,6,1,8.321218
2025-12-06 07:21:16,6,2,4.312083
2025-12-06 07:21:16,6,3,8.882496
2025-12-06 07:21:16,6,4,6.122242
2025-12-06 07:21:16,6,5,7.754860
2025-12-06 07:21:16,6,6,9.439469
2025-12-06 07:21:17,6,7,4.605173
2025-12-06 07:21:17,6,8,8.158978
2025-12-06 07:21:17,6,9,8.352158
2025-12-06 07:21:17,6,10,5.557495
2025-12-06 07:21:17,6,11,7.556828
2025-12-06 07:21:17,6,12,5.263918
2025-12-06 07:21:17,6,13,9.417861
2025-12-06 07:21:17,6,14,7.214946
2025-12-06 07:21:17,6,15,6.702961
2025-12-06 07:21:17,6,16,6.207693
2025-12-06 07:21:17,6,17,5.579301
2025-12-06 07:21:17,7,1,8.016603
2025-12-06 07:21:17,7,2,5.720166
2025-12-06 07:21:17,7,3,7.687350
2025-12-06 07:21:17,7,4,7.974015
2025-12-06 07:21:17,7,5,5.999528
2025-12-06 07:21:18,7,6,6.716253
2025-12-06 07:21:18,7,7,7.552135
2025-12-06 07:21:18,7,8,6.144669
2025-12-06 07:21:18,7,9,4.779892
2025-12-06 07:21:18,7,10,6.259861
2025-12-06 07:21:18,7,11,8.041672
2025-12-06 07:21:18,7,12,9.071866
2025-12-06 07:21:18,7,13,5.594512
2025-12-06 07:21:18,7,14,8.814676
2025-12-06 07:21:18,7,15,4.811883
2025-12-06 07:21:18,7,16,5.638855
2025-12-06 07:21:18,7,17,6.448784
2025-12-06 07:21:18,8,1,6.325537
2025-12-06 07:21:18,8,2,5.771522
2025-12-06 07:21:18,8,3,5.324792
2025-12-06 07:21:19,8,4,7.604839
2025-12-06 07:21:19,8,5,7.848000
2025-12-06 07:21:19,8,6,6.958822
2025-12-06 07:21:19,8,7,4.765093
2025-12-06 07:21:19,8,8,6.837350
2025-12-06 07:21:19,8,9,6.806630
2025-12-06 07:21:19,8,10,7.650060
2025-12-06 07:21:19,8,11,7.781289
2025-12-06 07:21:19,8,12,5.245136
2025-12-06 07:21:19,8,13,6.917126
2025-12-06 07:21:19,8,14,5.920479
2025-12-06 07:21:19,8,15,7.164909
2025-12-06 07:21:19,8,16,5.100052
2025-12-06 07:21:19,8,17,4.180537
2025-12-06 07:21:19,9,1,6.806682
2025-12-06 07:21:20,9,2,7.281823
2025-12-06 07:21:20,9,3,4.014325
2025-12-06 07:21:20,9,4,5.966183
2025-12-06 07:21:20,9,5,6.208889
2025-12-06 07:21:20,9,6,6.002083
2025-12-06 07:21:20,9,7,5.813567
2025-12-06 07:21:20,9,8,9.240212
2025-12-06 07:21:20,9,9,6.467509
2025-12-06 07:21:20,9,10,5.900546
2025-12-06 07:21:20,9,11,5.630858
2025-12-06 07:21:20,9,12,6.543654
2025-12-06 07:21:20,9,13,5.810987
