epoch,batch_num,loss
6,29,4.030356
6,30,3.772095
6,31,3.918773
7,1,4.094878
7,2,3.512745
7,3,3.839005
7,4,4.174442
7,5,3.564934
7,6,3.819294
7,7,3.994540
7,8,3.397519
7,9,3.341679
7,10,3.514045
7,11,3.886260
7,12,3.730655
7,13,4.165376
7,14,3.658944
7,15,4.083302
7,16,3.749116
7,17,4.157365
7,18,2.826223
7,19,3.038420
7,20,3.631589
7,21,3.661342
7,22,3.723715
7,23,3.969180
7,24,3.791312
7,25,4.136548
7,26,4.123328
7,27,3.311691
7,28,3.061521
7,29,3.919085
7,30,3.475928
7,31,4.305548
8,1,3.695908
8,2,3.970570
8,3,3.495556
8,4,3.475874
8,5,3.633816
8,6,4.155474
8,7,3.717603
8,8,4.035321
8,9,4.120184
8,10,3.543986
8,11,3.399323
8,12,4.007521
8,13,3.855387
8,14,3.581863
8,15,3.181420
8,16,3.955472
8,17,3.708884
8,18,3.334477
8,19,3.455900
8,20,2.944391
8,21,3.720333
8,22,3.737244
8,23,3.509735
8,24,3.723925
8,25,3.247818
8,26,3.283443
8,27,3.423025
8,28,2.933299
8,29,3.418403
8,30,3.362595
8,31,3.860191
9,1,3.656362
9,2,2.977831
9,3,3.429682
9,4,3.516867
9,5,3.505258
9,6,3.363978
9,7,3.635418
9,8,3.950412
9,9,3.909984
9,10,3.780503
9,11,3.280295
9,12,3.402022
9,13,3.023439
9,14,3.729933
9,15,3.746935
9,16,3.696018
9,17,3.691041
9,18,3.209064
9,19,3.333755
9,20,3.153041
9,21,4.000057
9,22,3.543845
9,23,3.881766
9,24,3.505652
9,25,3.492038
9,26,3.956482
9,27,3.771824
9,28,3.241607
9,29,3.669336
9,30,3.295448
9,31,3.454738
10,1,3.366976
10,2,3.302776
10,3,3.700596
10,4,3.632460
10,5,3.546947
10,6,3.210054
10,7,3.173147
10,8,3.358626
10,9,3.452912
10,10,3.177465
10,11,3.404274
10,12,2.877818
10,13,3.323875
10,14,3.949547
10,15,3.462124
10,16,3.722387
10,17,3.614538
10,18,3.785751
10,19,3.601884
10,20,3.018532
10,21,3.625497
10,22,3.472559
10,23,3.344754
10,24,3.319495
10,25,3.595762
10,26,3.337229
10,27,2.991979
10,28,3.530888
10,29,2.749929
10,30,3.595974
10,31,3.538226
11,1,2.806223
11,2,2.557159
11,3,3.606429
11,4,3.588716
11,5,3.256330
11,6,3.187244
11,7,3.186058
11,8,3.193569
11,9,3.103019
11,10,3.716317
11,11,3.232258
11,12,3.423887
11,13,3.303165
11,14,3.316684
11,15,3.160522
11,16,3.669267
11,17,3.729718
11,18,2.919062
11,19,3.692081
11,20,3.366754
11,21,3.569525
11,22,2.959517
11,23,3.794919
11,24,3.140886
11,25,3.264252
11,26,3.035254
11,27,3.816643
11,28,3.221965
11,29,3.911474
11,30,2.431136
11,31,3.316516
12,1,3.285044
12,2,3.380254
12,3,3.277582
12,4,3.059389
12,5,3.169180
12,6,3.575147
12,7,2.759636
12,8,3.538176
12,9,3.540540
12,10,3.447595
12,11,3.070651
12,12,3.112082
12,13,3.144565
12,14,3.189381
12,15,3.210041
12,16,3.283931
12,17,3.055629
12,18,3.055319
12,19,3.414093
12,20,3.298315
12,21,3.088720
12,22,2.798476
12,23,2.671023
12,24,3.218457
12,25,3.497305
12,26,3.100674
12,27,3.231570
12,28,3.351976
12,29,3.231567
12,30,3.125914
12,31,3.581417
13,1,2.526264
13,2,2.661008
13,3,3.216359
13,4,3.284914
13,5,3.407472
13,6,2.552883
13,7,3.156644
13,8,2.577494
13,9,3.271302
13,10,3.327326
13,11,2.938807
13,12,3.045003
13,13,3.529998
13,14,3.079257
13,15,3.116567
13,16,3.585396
13,17,3.105370
13,18,2.689330
13,19,3.119354
13,20,3.267445
13,21,3.074411
13,22,2.936953
13,23,2.932942
13,24,3.314402
13,25,3.168069
13,26,3.679117
13,27,2.924322
13,28,2.947049
13,29,3.627576
13,30,3.425871
13,31,3.512611
14,1,2.682432
14,2,2.756290
14,3,2.963715
14,4,3.161790
14,5,2.937970
14,6,3.378052
14,7,2.595435
14,8,2.922471
14,9,3.294943
14,10,3.044725
14,11,3.200566
14,12,3.027889
14,13,3.254441
14,14,2.936443
14,15,3.051024
14,16,3.096513
14,17,3.280970
14,18,2.756148
14,19,3.242703
14,20,2.996873
14,21,3.241775
14,22,3.413321
14,23,3.090038
14,24,2.648228
14,25,3.132609
14,26,2.667348
14,27,2.806032
14,28,3.021505
14,29,2.704757
14,30,3.247420
14,31,3.107567
15,1,2.967707
15,2,2.429964
15,3,2.940042
15,4,3.001766
15,5,2.377463
15,6,3.058526
15,7,3.222802
15,8,2.896146
15,9,2.919664
15,10,3.217037
15,11,2.854983
15,12,3.156150
15,13,3.129613
15,14,2.318374
15,15,2.874519
15,16,2.763778
15,17,2.940387
15,18,3.189416
15,19,3.280385
15,20,2.721048
15,21,2.707387
15,22,3.333890
15,23,2.915403
15,24,2.924623
15,25,3.183698
15,26,3.098461
15,27,2.879278
15,28,2.601386
15,29,2.853243
15,30,3.054209
15,31,2.977097
16,1,2.914711
16,2,2.809410
16,3,2.693148
16,4,2.542810
16,5,2.684320
16,6,3.085810
16,7,2.802884
16,8,3.036499
16,9,2.947768
16,10,2.861442
16,11,2.751813
16,12,2.816589
16,13,2.370992
16,14,3.248888
16,15,2.847790
16,16,3.011253
16,17,3.013677
16,18,2.823978
16,19,2.603621
16,20,2.275563
16,21,2.934644
16,22,2.680114
16,23,2.917654
16,24,3.029022
16,25,3.182547
16,26,2.900626
16,27,2.977007
16,28,3.079554
16,29,2.808735
16,30,3.187885
16,31,2.794186
17,1,2.845557
17,2,2.399846
17,3,2.487647
17,4,2.611059
17,5,3.343351
17,6,2.463408
17,7,2.660859
17,8,2.886420
17,9,2.767476
17,10,2.954799
17,11,2.946116
17,12,2.949411
17,13,2.473603
17,14,3.216446
17,15,2.497308
17,16,2.553373
17,17,2.633288
17,18,2.928576
17,19,2.606246
17,20,2.885235
17,21,2.353283
17,22,2.834256
17,23,2.698873
17,24,2.761723
17,25,2.949890
17,26,2.675312
17,27,2.821243
17,28,2.631957
17,29,2.993178
17,30,3.088145
17,31,2.652917
18,1,2.887455
18,2,2.395556
18,3,2.626461
18,4,2.822606
18,5,2.806832
18,6,2.835191
18,7,2.415890
18,8,2.862351
18,9,2.697995
18,10,2.456241
18,11,2.884343
18,12,2.558493
18,13,2.674478
18,14,2.392309
18,15,2.880420
18,16,2.689614
18,17,2.598393
18,18,2.481249
18,19,2.360800
18,20,2.661927
18,21,2.762073
18,22,2.936837
18,23,2.604955
18,24,2.748372
18,25,2.580398
18,26,2.791921
18,27,2.588415
18,28,2.867676
18,29,2.716768
18,30,2.622744
18,31,2.992116
19,1,2.334391
19,2,2.760491
19,3,2.252004
19,4,2.528327
19,5,2.259282
19,6,2.589705
19,7,2.881285
19,8,2.521581
19,9,2.453299
19,10,2.904846
19,11,2.591466
19,12,2.886252
19,13,2.478694
19,14,2.410276
19,15,2.780080
19,16,2.714692
19,17,2.687717
19,18,2.512268
19,19,2.782648
19,20,2.784186
19,21,2.683581
19,22,2.630322
19,23,2.332136
19,24,2.662224
19,25,2.763305
19,26,2.790403
19,27,2.492182
19,28,2.782593
19,29,2.404662
19,30,2.635249
19,31,2.494509
20,1,2.538060
20,2,2.622302
20,3,2.616153
20,4,2.563784
20,5,2.591448
20,6,2.860336
20,7,2.438582
20,8,2.493154
20,9,2.433327
20,10,2.395050
20,11,2.140236
20,12,2.445493
20,13,2.398414
20,14,2.630046
20,15,2.520317
20,16,2.405308
20,17,2.476185
20,18,2.706713
20,19,2.335052
20,20,3.002300
20,21,2.288527
20,22,2.622108
20,23,2.344606
20,24,2.105864
20,25,2.739452
20,26,2.821336
20,27,2.157742
20,28,2.745181
20,29,2.505162
20,30,2.752311
20,31,2.418822
21,1,2.144704
21,2,2.558084
21,3,1.925138
21,4,2.217252
21,5,2.265244
21,6,2.491450
21,7,2.400765
21,8,2.402292
21,9,2.469113
21,10,2.313002
21,11,2.501445
21,12,2.436221
21,13,2.664192
21,14,2.663913
21,15,2.445828
21,16,2.416848
21,17,2.589413
21,18,2.597496
21,19,2.209821
21,20,2.445932
21,21,2.221597
21,22,2.100016
21,23,2.806750
21,24,2.382431
21,25,2.473655
21,26,2.805133
21,27,2.757658
21,28,2.212579
21,29,2.513873
21,30,2.274252
21,31,2.153947
22,1,2.182622
22,2,2.470968
22,3,2.063308
22,4,2.880783
22,5,2.143950
22,6,1.800325
22,7,2.231557
22,8,2.465107
22,9,1.986361
22,10,2.387483
22,11,2.504598
22,12,2.381282
22,13,2.045337
22,14,2.240194
22,15,2.438480
22,16,2.207544
22,17,2.502564
22,18,2.213222
22,19,2.149622
22,20,2.508502
22,21,2.505350
22,22,2.161178
22,23,2.635477
22,24,2.467679
22,25,2.353344
22,26,2.596682
22,27,2.506217
22,28,2.436594
22,29,2.406748
22,30,2.425952
22,31,2.483948
23,1,2.265348
23,2,2.056154
23,3,2.396698
23,4,2.060013
23,5,2.257248
23,6,2.354805
23,7,2.385793
23,8,2.763749
23,9,2.044104
23,10,2.251790
23,11,2.630232
23,12,2.304870
23,13,1.961329
23,14,2.219661
23,15,2.255081
23,16,2.413374
23,17,2.349391
23,18,2.263785
23,19,2.390743
23,20,2.121949
23,21,2.182950
23,22,2.320979
23,23,2.183233
23,24,1.829009
23,25,2.245997
23,26,2.370990
23,27,2.148694
23,28,2.168139
23,29,2.367270
23,30,2.266371
23,31,2.251319
24,1,2.171698
24,2,2.493363
24,3,2.045384
24,4,2.097091
24,5,2.320932
24,6,2.255759
24,7,2.075215
24,8,2.203846
24,9,2.164364
24,10,1.814148
24,11,2.062828
24,12,2.474061
24,13,2.248348
24,14,1.931127
24,15,2.107189
24,16,2.096792
24,17,2.125411
24,18,2.026818
24,19,2.294673
24,20,2.213815
24,21,2.394026
24,22,2.024949
24,23,2.367149
24,24,2.107327
24,25,1.955748
24,26,2.082865
24,27,2.146669
24,28,2.399740
24,29,2.459065
24,30,2.343457
24,31,2.488142
25,1,2.008233
25,2,2.088319
25,3,2.069044
25,4,2.140549
25,5,2.253287
25,6,1.965746
25,7,1.822381
25,8,2.371006
25,9,2.067303
25,10,1.739102
25,11,2.183558
25,12,2.293683
25,13,1.999671
25,14,2.158203
25,15,2.094804
25,16,1.735278
25,17,2.185083
25,18,2.225230
25,19,2.445329
25,20,1.989679
25,21,2.351217
25,22,2.134495
25,23,2.007729
25,24,2.304698
25,25,2.083521
25,26,2.419809
25,27,2.151376
25,28,2.240777
25,29,2.161852
25,30,2.050282
25,31,1.920552
26,1,1.885843
26,2,2.098650
26,3,2.006536
26,4,1.925495
26,5,2.029371
26,6,2.182098
26,7,2.141227
26,8,2.192611
26,9,2.051701
26,10,1.993593
26,11,2.205236
26,12,1.983226
26,13,2.041366
26,14,2.115817
26,15,2.007316
26,16,1.873873
26,17,1.911000
26,18,1.978072
26,19,1.861401
26,20,2.008888
26,21,2.408067
26,22,2.183599
26,23,1.830641
26,24,2.259175
26,25,2.178071
26,26,2.129088
26,27,2.506607
26,28,2.377408
26,29,2.038130
26,30,2.099118
26,31,1.668076
27,1,1.988634
27,2,1.879677
27,3,2.044512
27,4,1.897830
27,5,1.947451
27,6,2.278305
27,7,1.885191
27,8,1.956865
27,9,1.671883
27,10,2.069686
27,11,2.029364
27,12,1.850426
27,13,2.086957
27,14,2.150941
27,15,1.882010
27,16,2.325445
27,17,2.168943
27,18,1.701824
27,19,2.290853
27,20,2.120568
27,21,1.706740
27,22,1.898939
27,23,1.787025
27,24,2.106212
27,25,2.201210
27,26,1.400760
27,27,1.870884
27,28,2.227750
27,29,2.107245
27,30,1.793884
27,31,1.994197
28,1,1.895511
28,2,2.008328
28,3,1.752599
28,4,1.662988
28,5,1.972464
28,6,2.279776
28,7,1.948821
28,8,1.737332
28,9,1.828202
28,10,1.707163
28,11,1.981174
28,12,1.910051
28,13,1.931854
28,14,1.898837
28,15,1.869546
28,16,2.012363
28,17,2.205679
28,18,1.904243
28,19,1.803901
28,20,1.937018
28,21,1.910471
28,22,1.995571
28,23,1.844328
28,24,1.983714
28,25,1.758300
28,26,1.953654
28,27,1.969548
28,28,2.001356
28,29,1.968972
28,30,2.272055
28,31,1.965912
29,1,1.885138
29,2,1.822803
29,3,2.013691
29,4,1.761456
29,5,1.770535
29,6,1.889355
29,7,1.749244
29,8,1.774907
29,9,1.853124
29,10,1.822133
29,11,1.764896
29,12,1.808766
29,13,1.780877
29,14,1.696310
29,15,1.842422
29,16,1.899004
29,17,2.093137
29,18,2.062703
29,19,1.771077
29,20,1.968117
29,21,1.803719
29,22,1.988525
29,23,1.785700
29,24,1.979324
29,25,2.025200
29,26,1.657356
29,27,1.961286
29,28,1.643822
29,29,1.541860
29,30,1.929385
29,31,2.028360
30,1,1.883772
30,2,1.830930
30,3,1.711964
30,4,1.966737
30,5,1.767091
30,6,2.037088
30,7,1.927929
30,8,1.787745
30,9,1.867555
30,10,1.596153
30,11,1.933339
30,12,2.013511
30,13,1.730816
30,14,1.790630
30,15,1.803573
30,16,1.996868
30,17,1.771883
30,18,1.685126
30,19,1.774616
30,20,1.801506
30,21,1.832531
30,22,1.562963
30,23,1.695684
30,24,1.681885
30,25,1.995448
30,26,1.961442
30,27,2.036637
30,28,1.691691
30,29,1.798157
30,30,1.889048
30,31,1.831160
31,1,1.791631
31,2,1.848256
31,3,1.484969
31,4,1.785640
31,5,1.744642
31,6,2.001557
31,7,1.974918
31,8,1.892906
31,9,1.674524
31,10,1.808755
31,11,1.898808
31,12,1.461185
31,13,1.234342
31,14,1.856695
31,15,1.641553
31,16,1.906391
31,17,1.628932
31,18,1.645013
31,19,1.651956
31,20,1.911095
31,21,1.612477
31,22,1.636199
31,23,1.563334
31,24,1.853584
31,25,1.905787
31,26,1.806466
31,27,1.748146
31,28,1.587857
31,29,1.839133
31,30,1.854477
31,31,1.876798
32,1,1.798605
32,2,1.852391
32,3,1.735923
32,4,1.435112
32,5,1.569798
32,6,1.728650
32,7,2.058875
32,8,1.873601
32,9,1.497192
32,10,1.519640
32,11,1.749524
32,12,1.558467
32,13,1.763104
32,14,1.476656
32,15,1.761136
32,16,1.541059
32,17,1.533758
32,18,1.824515
32,19,1.604321
32,20,1.793463
32,21,1.882530
32,22,1.669153
32,23,1.504456
32,24,1.774585
32,25,1.672406
32,26,1.686368
32,27,1.727782
32,28,1.490219
32,29,1.670067
32,30,1.493230
32,31,1.312558
33,1,1.560020
33,2,1.557339
33,3,1.575928
33,4,1.710182
33,5,1.593145
33,6,1.896154
33,7,1.521658
33,8,1.814900
33,9,1.548474
33,10,1.680525
33,11,1.432804
33,12,1.364335
33,13,1.666248
33,14,1.797969
33,15,1.605063
33,16,1.391757
33,17,1.582210
33,18,1.624115
33,19,1.584581
33,20,1.664382
33,21,1.685226
33,22,1.778329
33,23,1.515180
33,24,1.686302
33,25,1.507888
33,26,1.973954
33,27,1.466167
33,28,1.736814
33,29,1.759554
33,30,1.645804
33,31,1.681904
34,1,1.569247
34,2,1.370945
34,3,1.797688
34,4,1.488796
34,5,1.501860
34,6,1.829818
34,7,1.671351
34,8,1.270720
34,9,1.755828
34,10,1.450716
34,11,1.596248
34,12,1.551187
34,13,1.673401
34,14,1.682632
34,15,1.576308
34,16,1.544253
34,17,1.743348
34,18,1.754214
34,19,1.545744
34,20,1.504887
34,21,1.613339
34,22,1.733338
34,23,1.704957
34,24,1.384351
34,25,1.632858
34,26,1.617008
34,27,1.610553
34,28,1.776063
34,29,1.458786
34,30,1.875386
34,31,1.600826
35,1,1.450135
35,2,1.495775
35,3,1.406920
35,4,1.604805
35,5,1.518596
35,6,1.147593
35,7,1.657605
35,8,1.727018
35,9,1.667595
35,10,1.411429
35,11,1.350466
35,12,1.637862
35,13,1.620640
35,14,1.547247
35,15,1.713953
35,16,1.617821
35,17,1.462375
35,18,1.609651
35,19,1.500715
35,20,1.627852
35,21,1.457674
35,22,1.374676
35,23,1.565635
35,24,1.379364
35,25,1.649658
35,26,1.581590
35,27,1.535023
35,28,1.405170
35,29,1.604869
35,30,1.446483
35,31,1.478974
36,1,1.588517
36,2,1.521892
36,3,1.441718
36,4,1.405776
36,5,1.500531
36,6,1.529675
36,7,1.556502
36,8,1.487729
36,9,1.588610
36,10,1.415067
36,11,1.438447
36,12,1.678876
36,13,1.358717
36,14,1.442028
36,15,1.489029
36,16,1.369741
36,17,1.472775
36,18,1.424024
36,19,1.482558
36,20,1.714803
36,21,1.471152
36,22,1.584542
36,23,1.432109
36,24,1.550452
36,25,1.341686
36,26,1.505041
36,27,1.438920
36,28,1.234774
36,29,1.442831
36,30,1.697083
36,31,1.565178
37,1,1.445518
37,2,1.133613
37,3,1.372470
37,4,1.623239
37,5,1.564423
37,6,1.416920
37,7,1.464774
37,8,1.502384
37,9,1.203084
37,10,1.614967
37,11,1.478217
37,12,1.359851
37,13,1.336939
37,14,1.148043
37,15,1.394646
37,16,1.384489
37,17,1.544457
37,18,1.181342
37,19,1.364961
37,20,1.410562
37,21,1.590320
37,22,1.478439
37,23,1.483464
37,24,1.614201
37,25,1.533245
37,26,1.465631
37,27,1.540557
37,28,1.559673
37,29,1.435342
37,30,1.280678
37,31,1.576400
38,1,1.538223
38,2,1.085543
38,3,1.229129
38,4,1.494173
38,5,1.244888
38,6,1.428288
38,7,1.430214
38,8,1.384829
38,9,1.456476
38,10,1.616490
38,11,1.385921
38,12,1.404629
38,13,1.218426
38,14,1.330703
38,15,1.481358
38,16,1.462999
38,17,1.608290
38,18,1.521869
38,19,1.560497
38,20,1.273061
38,21,1.498499
38,22,1.258251
38,23,1.519582
38,24,1.514765
38,25,1.441639
38,26,1.541791
38,27,1.495178
38,28,1.183702
38,29,1.336970
38,30,1.410600
38,31,1.315421
39,1,1.384632
39,2,1.245174
39,3,1.466368
39,4,1.447366
39,5,1.194157
39,6,1.423158
39,7,1.408031
39,8,1.427510
39,9,1.128250
39,10,1.243641
39,11,1.441999
39,12,1.400757
39,13,1.512942
39,14,1.470477
39,15,1.477405
39,16,1.464888
39,17,1.356433
39,18,1.226341
39,19,1.399895
39,20,1.176868
39,21,1.050151
39,22,1.283380
39,23,1.109319
39,24,1.496138
39,25,1.570970
39,26,1.492428
39,27,1.275515
39,28,1.415853
39,29,1.442952
39,30,1.385955
39,31,1.303465
40,1,1.314849
40,2,1.245840
40,3,1.235522
40,4,1.569227
40,5,1.240248
40,6,1.301137
40,7,1.308867
40,8,1.369525
40,9,1.590156
40,10,1.348813
40,11,1.371168
40,12,1.486584
40,13,1.363646
40,14,1.493461
40,15,1.383949
40,16,1.422189
40,17,1.296447
40,18,1.354686
40,19,1.171246
40,20,1.290608
40,21,1.177317
40,22,1.333384
40,23,1.383489
40,24,1.229566
40,25,1.218906
40,26,1.537222
40,27,1.516501
40,28,1.112793
40,29,1.503532
40,30,1.221691
40,31,1.287876
41,1,1.153791
41,2,1.272976
41,3,1.273103
41,4,1.221277
41,5,1.197206
41,6,1.294423
41,7,1.094129
41,8,1.273658
41,9,1.310375
41,10,1.349567
41,11,1.380576
41,12,1.129572
41,13,1.415511
41,14,1.140391
41,15,1.251616
41,16,1.272799
41,17,1.203795
41,18,1.265560
41,19,1.390799
41,20,1.026248
41,21,1.316647
41,22,1.358530
41,23,1.193324
41,24,1.384518
41,25,1.434838
41,26,1.239721
41,27,1.374716
41,28,1.556341
41,29,1.391480
41,30,1.348776
41,31,1.221803
42,1,1.199692
42,2,1.160508
42,3,1.294176
42,4,1.241051
42,5,1.327247
42,6,1.255192
42,7,1.266059
42,8,1.259915
42,9,0.977174
42,10,1.252202
42,11,1.263646
42,12,1.391209
42,13,1.332122
42,14,1.245142
42,15,1.187364
42,16,1.224148
42,17,1.085335
42,18,1.064685
42,19,1.231332
42,20,1.371920
42,21,1.127534
42,22,1.290906
42,23,1.117056
42,24,1.097518
42,25,1.295036
42,26,1.153984
42,27,1.281248
42,28,1.457601
42,29,1.192521
42,30,1.290857
42,31,1.005255
43,1,1.218866
43,2,1.318699
43,3,1.282968
43,4,1.197410
43,5,1.207880
43,6,1.240500
43,7,1.212999
43,8,1.168838
43,9,1.151472
43,10,1.107370
43,11,1.289022
43,12,1.358490
43,13,1.294730
43,14,1.228530
43,15,1.154151
43,16,1.101501
43,17,0.944667
43,18,1.390259
43,19,1.174403
43,20,0.941536
43,21,1.234954
43,22,1.207042
43,23,1.210523
43,24,1.185498
43,25,1.145960
43,26,1.342806
43,27,1.097901
43,28,1.137352
43,29,1.274528
43,30,1.265281
43,31,1.038217
44,1,1.059065
44,2,1.131506
44,3,1.200718
44,4,0.995063
44,5,1.042239
44,6,0.994800
44,7,1.248802
44,8,0.936076
44,9,1.174007
44,10,1.276577
44,11,1.221958
44,12,1.351133
44,13,1.074418
44,14,1.266999
44,15,1.426245
44,16,1.148175
44,17,1.139924
44,18,1.288281
44,19,1.207958
44,20,1.325648
44,21,1.196183
44,22,1.056549
44,23,1.322825
44,24,1.290013
44,25,1.208606
44,26,1.042871
44,27,1.199720
44,28,1.100634
44,29,1.187001
44,30,1.142943
44,31,1.126864
45,1,1.240142
45,2,1.136542
45,3,1.310902
45,4,1.210545
45,5,0.834998
45,6,0.929121
45,7,1.105589
45,8,1.051806
45,9,1.037764
45,10,1.177170
45,11,1.326457
45,12,1.240290
45,13,1.090668
45,14,1.222055
45,15,1.069965
45,16,1.269028
45,17,1.160315
45,18,1.264102
45,19,1.163656
45,20,1.242619
45,21,1.087534
45,22,1.233936
45,23,1.144086
45,24,1.226421
45,25,1.007337
45,26,1.246636
45,27,1.219405
45,28,1.098476
45,29,1.052218
45,30,1.310385
45,31,1.173749
46,1,0.983056
46,2,1.064636
46,3,1.102352
46,4,1.161418
46,5,1.225207
46,6,1.096591
46,7,1.074323
46,8,0.913194
46,9,1.382036
46,10,1.207765
46,11,0.985945
46,12,0.981405
46,13,1.116214
46,14,1.391641
46,15,1.099002
46,16,1.120170
46,17,1.095901
46,18,1.128640
46,19,1.099879
46,20,1.152320
46,21,1.095696
46,22,0.901886
46,23,1.106020
46,24,1.061866
46,25,1.185940
46,26,1.186957
46,27,1.099267
46,28,1.191343
46,29,1.165714
46,30,0.977156
46,31,1.070982
47,1,1.158106
47,2,0.989639
47,3,1.126435
47,4,1.017747
47,5,0.943711
47,6,0.932482
47,7,0.984590
47,8,0.977113
47,9,1.359092
47,10,1.077894
47,11,1.047202
47,12,0.953666
47,13,1.019579
47,14,1.086923
47,15,0.967200
47,16,1.077632
47,17,0.926362
47,18,1.083169
47,19,1.092670
47,20,1.080390
47,21,1.339140
47,22,1.183100
47,23,1.125698
47,24,1.050833
47,25,1.031924
47,26,1.133138
47,27,1.244095
47,28,1.227247
47,29,1.041807
47,30,1.102963
47,31,1.239391
48,1,1.057211
48,2,1.228098
48,3,1.084293
48,4,1.030676
48,5,0.931153
48,6,0.998286
48,7,1.250362
48,8,1.019991
48,9,1.112168
48,10,0.947079
48,11,1.074425
48,12,1.019941
48,13,1.055112
48,14,0.914410
48,15,0.995448
48,16,1.115623
48,17,0.880452
48,18,1.180853
48,19,0.992548
48,20,0.888726
48,21,1.200840
48,22,1.050854
48,23,1.109113
48,24,0.899816
48,25,1.135811
48,26,1.103297
48,27,1.191990
48,28,0.965256
48,29,0.982436
48,30,0.984932
48,31,1.046150
49,1,1.267183
49,2,0.957888
49,3,1.146142
49,4,0.992063
49,5,1.084786
49,6,1.133831
49,7,1.035604
49,8,1.145380
49,9,0.941034
49,10,0.955805
49,11,1.044497
49,12,1.061388
49,13,1.122876
49,14,0.984314
49,15,1.214203
49,16,1.053707
49,17,1.089885
49,18,1.063845
49,19,1.125398
49,20,0.972610
49,21,0.826414
49,22,0.981535
49,23,0.822052
49,24,1.081290
49,25,1.085938
49,26,0.944685
49,27,0.819635
49,28,1.024256
49,29,0.982885
49,30,1.064076
49,31,0.995993
50,1,1.069854
50,2,1.090034
50,3,0.944028
50,4,0.857453
50,5,0.872237
50,6,0.997385
50,7,1.078565
50,8,1.202158
50,9,1.027250
50,10,0.955896
50,11,0.856495
50,12,0.943708
50,13,1.001420
50,14,1.134311
50,15,0.873777
50,16,1.033553
50,17,1.100043
50,18,0.884854
50,19,1.058434
50,20,0.882604
50,21,0.985886
50,22,0.853069
50,23,0.978871
50,24,0.857648
50,25,0.984057
50,26,0.966202
50,27,0.957275
50,28,0.959744
50,29,1.154863
50,30,1.279399
50,31,0.957860
51,1,1.098310
51,2,0.758239
