timestamp,epoch,avg_loss,val_loss
2025-12-06 06:41:58,1,10.739239,10.729223
2025-12-06 06:41:59,2,10.103638,10.657555
2025-12-06 06:42:00,3,9.785351,10.700787
2025-12-06 06:42:01,4,9.492192,10.756383
2025-12-06 06:42:03,5,9.171691,10.787978
2025-12-06 06:42:04,6,8.851202,10.827013
2025-12-06 06:42:05,7,8.569757,10.992216
2025-12-06 06:42:06,8,8.426038,11.166692
2025-12-06 06:42:07,9,8.039154,11.260731
2025-12-06 06:42:08,10,7.772729,11.445552
2025-12-06 06:42:09,11,7.427350,11.595033
2025-12-06 06:42:10,12,7.236143,11.746101
2025-12-06 06:42:12,13,6.962242,11.970859
2025-12-06 06:42:13,14,6.713716,12.204493
2025-12-06 06:42:14,15,6.468103,12.471201
2025-12-06 06:42:15,16,6.276740,12.621055
2025-12-06 06:42:16,17,6.014992,12.862244
2025-12-06 06:42:17,18,5.775262,12.995093
2025-12-06 06:42:18,19,5.567501,13.245704
2025-12-06 06:42:20,20,5.398032,13.516381
2025-12-06 06:42:21,21,5.140883,13.717762
2025-12-06 06:42:22,22,5.010801,14.045733
2025-12-06 06:42:23,23,4.782056,14.189977
2025-12-06 06:42:24,24,4.624109,14.472563
2025-12-06 06:42:25,25,4.394052,14.865524
2025-12-06 06:42:26,26,4.195822,15.048064
2025-12-06 06:42:28,27,4.153651,15.188227
2025-12-06 06:42:29,28,4.001930,15.289435
2025-12-06 06:42:30,29,3.794148,15.732047
2025-12-06 06:42:31,30,3.647735,15.825083
