experiment_id,total_epochs,total_batches,initial_loss,final_loss,min_loss,gradient_ratio,convergence_status,total_improvement,avg_batch_std,avg_batch_var,generation_time
add_magnus_karlsen_najdorf_game,30,510,11.659211,3.098111,3.098111,0.1654164823895631,정상적인 수렴,8.561100000000001,1.0983121593091536,1.6474136957443333,2025-12-06 07:21:48
add_magnus_karlsen,30,870,5.192548,1.687145,1.687145,0.3580033876089433,정상적인 수렴,3.5054030000000003,0.350086794028388,0.1363238578288241,2025-12-06 07:21:52
add_garri_kasparov,30,930,10.739239,3.647735,3.647735,0.4902889788834249,정상적인 수렴,7.091504,0.6085816922160467,0.4003633622405669,2025-12-06 07:21:57
mother_model,100,151500,27.449441,6.755494,6.755494,0.0796167618794937,기울기 소실 가능성,20.693947,1.167946530624277,4.907612600065492,2025-12-06 07:22:02
