epoch,count,mean,std,var,min,max,median,cv,range,experiment_id
30,17,3.123910705882353,0.5965318664625937,0.3558502677053457,2.161104,4.387619,2.947845,0.19095675985210417,2.226515,add_magnus_karlsen_najdorf_game
1,29,5.221999931034483,0.506215623694159,0.2562542576720664,4.071795,6.724981,5.136196,0.09693903301026609,2.653186,add_magnus_karlsen
2,29,4.743570379310344,0.42128161970090183,0.17747820309781528,3.993544,5.677444,4.648331,0.08881108237338958,1.6839000000000004,add_magnus_karlsen
3,29,4.554886137931034,0.3819219056234556,0.14586434199505174,3.680223,5.309604,4.498579,0.08384883706378135,1.6293810000000004,add_magnus_karlsen
4,29,4.4010715172413795,0.37899401611414646,0.1436364642503299,3.710745,5.00767,4.510447,0.08611403260079319,1.2969249999999999,add_magnus_karlsen
5,29,4.23588,0.4045836327930234,0.16368791592399998,3.083986,4.855807,4.255201,0.09551347837828819,1.7718210000000005,add_magnus_karlsen
6,29,4.0966200689655174,0.525805574116037,0.2764715017714953,2.567903,5.024796,4.133001,0.12835107119143074,2.4568930000000004,add_magnus_karlsen
7,29,3.9941344137931036,0.2955162766299875,0.08732986975325127,3.27044,4.499518,4.045005,0.07398756426660788,1.2290780000000003,add_magnus_karlsen
8,29,3.840866862068965,0.5288051182283996,0.2796348530645517,2.175062,4.721296,3.971935,0.1376785859074395,2.5462339999999997,add_magnus_karlsen
9,29,3.7255965172413794,0.3898524074218547,0.15198489957261577,2.321263,4.386456,3.738656,0.10464160722120311,2.065193,add_magnus_karlsen
10,29,3.5813611724137933,0.4750391157755229,0.2256621615167906,2.120798,4.340663,3.514182,0.13264205783952038,2.219865,add_magnus_karlsen
11,29,3.357801103448276,0.6096864353923103,0.37171754950138175,0.509952,4.023565,3.496548,0.18157312378216686,3.5136129999999994,add_magnus_karlsen
12,29,3.329776551724138,0.3289900988562886,0.10823448514547054,2.253419,3.863211,3.375704,0.09880245528365546,1.6097920000000001,add_magnus_karlsen
13,29,3.1482360344827587,0.5735415137144754,0.3289498679538917,0.560058,3.918639,3.13952,0.18217868909206666,3.358581,add_magnus_karlsen
14,29,3.067978724137931,0.3849806614051168,0.14821010965592119,2.03902,4.084375,2.972589,0.1254834847374283,2.045355,add_magnus_karlsen
15,29,2.9327832413793105,0.2992246502017047,0.08953539128833253,1.951465,3.578117,2.929979,0.10202753683936663,1.6266520000000002,add_magnus_karlsen
16,29,2.812372103448276,0.22104873786264298,0.04886254451066745,2.365016,3.261824,2.811563,0.07859868101792541,0.896808,add_magnus_karlsen
17,29,2.724779448275862,0.22775543786570493,0.051872539477398984,2.170553,3.064014,2.709769,0.08358674240948932,0.8934609999999998,add_magnus_karlsen
18,29,2.659942344827586,0.2849044561829051,0.08117054915287689,2.16894,3.253918,2.667229,0.10710925999464557,1.084978,add_magnus_karlsen
19,29,2.580506379310345,0.2421834854350274,0.05865284061745814,2.160841,3.118818,2.622984,0.0938511477347141,0.9579770000000001,add_magnus_karlsen
20,29,2.421203551724138,0.4644020073671229,0.21566922444661327,0.480025,3.016008,2.458718,0.19180626388740527,2.535983,add_magnus_karlsen
21,29,2.423167827586207,0.28245206059575945,0.07977916653479057,1.890738,3.122248,2.479907,0.11656314407125434,1.2315099999999999,add_magnus_karlsen
22,29,2.3105478620689657,0.2892306460841693,0.08365436663426602,1.465861,2.714891,2.36554,0.12517838337491938,1.24903,add_magnus_karlsen
23,29,2.200023620689655,0.25302998907447627,0.06402417537102957,1.258144,2.609101,2.19555,0.11501239654652316,1.350957,add_magnus_karlsen
24,29,2.1415673448275863,0.25873707349081443,0.06694487319859112,1.379928,2.754796,2.155694,0.1208166878878352,1.3748679999999998,add_magnus_karlsen
25,29,2.0463108620689656,0.32140996422901175,0.10330436510569461,0.736585,2.55294,2.080706,0.1570680047625039,1.816355,add_magnus_karlsen
26,29,1.9419604827586208,0.33733478484359264,0.11379475706547293,0.505058,2.36351,1.993982,0.17370836731157224,1.8584520000000002,add_magnus_karlsen
27,29,1.9440601034482758,0.2235485358256912,0.04997394786981034,1.589601,2.467729,1.894131,0.11499054758089633,0.8781279999999998,add_magnus_karlsen
28,29,1.8552237931034483,0.18141675530674417,0.032912039106027094,1.479084,2.188441,1.868976,0.09778699258878483,0.709357,add_magnus_karlsen
29,29,1.7964384482758622,0.21265676580257992,0.04522290004161332,1.496852,2.459151,1.725711,0.11837687286568485,0.9622989999999998,add_magnus_karlsen
30,29,1.7250013448275863,0.1980544712180169,0.03922557356944828,1.337422,2.097653,1.722447,0.11481409670310282,0.7602310000000001,add_magnus_karlsen
1,31,10.799293548387096,0.8533793159785724,0.7282562569400561,8.729475,12.36176,11.001671,0.07902177231824825,3.6322849999999995,add_garri_kasparov
2,31,10.130364645161292,0.8241083881791907,0.6791546354673037,8.838656,11.602557,9.964521,0.08135031828028236,2.763900999999999,add_garri_kasparov
3,31,9.782766322580645,0.842092612947665,0.7091199687810259,7.969354,11.1829,9.765994,0.08607919122057954,3.213546,add_garri_kasparov
4,31,9.520238354838709,0.9650341161541232,0.9312908453413697,7.331642,11.004725,9.547007,0.10136659190509024,3.673083,add_garri_kasparov
5,31,9.293876129032258,0.8350812531295273,0.6973606993283817,7.617312,10.716747,9.191022,0.08985284950386806,3.0994349999999997,add_garri_kasparov
6,31,8.920540419354838,0.693701616892872,0.4812219332797849,7.519339,10.89591,8.756361,0.07776452818797303,3.376571,add_garri_kasparov
7,31,8.615598548387096,0.6563359851125964,0.43077692535372236,7.128812,9.812847,8.578582,0.07617996375138293,2.6840349999999997,add_garri_kasparov
8,31,8.451658258064516,0.7586677937104825,0.5755768212135313,6.629081,10.064013,8.333887,0.0897655549414302,3.434931999999999,add_garri_kasparov
9,31,8.040114483870967,0.719661363283402,0.5179124778029247,6.201167,9.459469,7.916822,0.08950884526919275,3.2583020000000005,add_garri_kasparov
10,31,7.808198677419354,0.8324325950443628,0.6929440252922922,5.603937,9.089993,7.925918,0.10661006839537614,3.4860559999999996,add_garri_kasparov
11,31,7.444499387096775,0.6419353833597105,0.4120810364091785,6.133075,8.667482,7.536876,0.08622948971858994,2.534407,add_garri_kasparov
12,31,7.2898621935483865,0.6834416404419336,0.4670924758899612,5.225941,8.845282,7.300047,0.09375234020840441,3.6193409999999995,add_garri_kasparov
13,31,7.048056096774194,0.7033606755672065,0.4947162399343571,5.399443,8.406878,7.066406,0.09979498827898459,3.007435000000001,add_garri_kasparov
14,31,6.666978967741935,0.7439392724171099,0.5534456410444989,5.054626,8.272528,6.723259,0.1115856636141568,3.2179019999999996,add_garri_kasparov
15,31,6.494680290322581,0.6398472659547325,0.40940452374974623,5.368454,7.904157,6.364069,0.09851867025820177,2.535703,add_garri_kasparov
16,31,6.2810796774193545,0.5522081742219076,0.30493386767749264,5.11277,7.565526,6.181728,0.08791612311607994,2.452756,add_garri_kasparov
17,31,6.003056419354839,0.3782680611533549,0.14308672608871822,5.200392,6.816419,6.012313,0.06301257804836825,1.6160269999999999,add_garri_kasparov
18,31,5.788234580645161,0.4963554516601165,0.24636873439271828,4.485385,6.787421,5.777242,0.08575247681215994,2.302036,add_garri_kasparov
19,31,5.548477032258065,0.5702302714699553,0.32516256250069897,4.238539,6.867185,5.513197,0.10277239468681527,2.628646,add_garri_kasparov
20,31,5.402386193548387,0.5469012834377225,0.29910101382582804,4.30352,6.456169,5.389004,0.10123328171000445,2.1526490000000003,add_garri_kasparov
21,31,5.149941225806452,0.5135045847780206,0.26368695858804736,4.301188,6.400956,4.982621,0.0997107660578415,2.099768,add_garri_kasparov
22,31,5.008438838709678,0.5108156266944135,0.2609326044752064,4.12897,5.937973,5.021535,0.10199098823896485,1.8090030000000006,add_garri_kasparov
23,31,4.810088838709677,0.3518988604983063,0.12383280802000646,4.042931,5.489795,4.825797,0.0731584950503127,1.4468639999999997,add_garri_kasparov
24,31,4.63227306451613,0.4800057364080098,0.2304055069845958,3.644586,5.57945,4.576737,0.10362207273248246,1.9348639999999997,add_garri_kasparov
25,31,4.420690870967742,0.440835073452173,0.19433556198558277,3.44328,5.252444,4.289894,0.09972085502456066,1.8091639999999996,add_garri_kasparov
26,31,4.2404630645161285,0.4542243828306985,0.20631978995792893,3.65115,5.687702,4.182442,0.1071166936063218,2.036552,add_garri_kasparov
27,31,4.188540870967741,0.42959490945011153,0.18455178622544952,3.469536,5.327508,4.082737,0.10256433509525617,1.8579719999999997,add_garri_kasparov
28,31,4.0191394516129035,0.47767615782234996,0.2281745117519226,3.053885,5.482286,3.994547,0.11885035679233667,2.428401,add_garri_kasparov
29,31,3.7964070322580645,0.31378706920123217,0.09846232479789888,3.286252,4.437202,3.829501,0.08265369506878055,1.15095,add_garri_kasparov
30,31,3.645098612903226,0.34812584522953544,0.12119160411677846,3.019518,4.927523,3.694062,0.09550519264340623,1.9080049999999997,add_garri_kasparov
1,1515,27.6704555359736,19.88626043215587,395.46335397552815,12.818689,335.489563,22.293571,0.7186820761335962,322.67087399999997,mother_model
2,1515,15.579408879867987,1.3356906295787971,1.7840694579446033,10.9724,20.613272,15.520643,0.08573435872171006,9.640871999999998,mother_model
3,1515,14.103967802640264,1.1688462746152404,1.366201613681926,0.458107,18.189598,14.137786,0.08287357791588493,17.731491000000002,mother_model
4,1515,13.425378011221122,1.2708837913814446,1.615145611196075,0.447274,16.607409,13.472585,0.09466279387583887,16.160135,mother_model
5,1515,13.082770673267328,0.9942116696699648,0.9884568441079391,7.96402,16.352049,13.083637,0.07599396905286177,8.388029000000001,mother_model
6,1515,12.75614720990099,1.0013261484048357,1.002654055479263,0.390822,15.999758,12.780421,0.0784975378480763,15.608936,mother_model
7,1515,12.520741702970296,0.9668125362636358,0.9347264802765242,6.85377,17.768572,12.558876,0.07721687414366825,10.914801999999998,mother_model
8,1515,12.27120522970297,1.1802718961438379,1.3930417488269702,0.259558,15.147164,12.334777,0.09618223100750854,14.887606,mother_model
9,1515,12.133208064026402,0.9537083225075726,0.9095595644202082,8.662804,15.014574,12.131625,0.07860314580240411,6.35177,mother_model
10,1515,11.935278899669965,1.0707797090638456,1.146569185342854,0.430422,15.337586,11.940558,0.0897155163331336,14.907164,mother_model
11,1515,11.82212013069307,0.9742322551514534,0.9491284869774866,8.302535,15.570973,11.85709,0.08240757532332224,7.268438,mother_model
12,1515,11.670937535973598,0.965793016986442,0.9327561516597739,4.209758,15.043291,11.703357,0.08275196521355342,10.833533,mother_model
13,1515,11.545411106930692,0.9854124063278984,0.9710376105449391,6.019855,14.765589,11.57443,0.08535100198695886,8.745734,mother_model
14,1515,11.441404883168316,1.0131710798273355,1.0265156369984891,0.415216,14.48175,11.4692,0.08855303087104557,14.066534,mother_model
15,1515,11.301995295049506,1.018544480251482,1.0374328582507617,0.297088,14.953266,11.342455,0.09012076661345136,14.656177999999999,mother_model
16,1515,11.20940672541254,0.9866552233333892,0.97348852973106,0.636309,15.135878,11.236385,0.08802028934292927,14.499569,mother_model
17,1515,11.1114156,0.9908534918710018,0.9817906423529574,0.575011,13.562751,11.140269,0.08917437053394005,12.98774,mother_model
18,1515,11.008363262046206,1.0260328975818607,1.052743506920229,0.380651,13.94457,11.020076,0.09320485463259906,13.563919,mother_model
19,1515,10.922128502970297,0.9742018283557861,0.9490692023717565,0.733066,14.458119,10.967143,0.08919523590029634,13.725052999999999,mother_model
20,1515,10.80919654521452,1.0096059225390221,1.0193041188258698,0.495211,13.938386,10.832932,0.0934024946549795,13.443175,mother_model
21,1515,10.708069367656766,1.010534460354716,1.021179895564397,0.501268,14.512879,10.729271,0.09437130314144108,14.011611,mother_model
22,1515,10.660239949834983,0.9806298042985434,0.9616348130785995,0.29733,13.489494,10.704406,0.09198946824022693,13.192164,mother_model
23,1515,10.530854124752475,1.0748405709807736,1.1552822530262752,0.268594,13.518896,10.593621,0.10206584938389672,13.250302,mother_model
24,1515,10.487757297029704,0.9946873029495147,0.9894028306489797,0.245927,13.855719,10.506867,0.09484270800500176,13.609792,mother_model
25,1515,10.377041770957096,1.0746796348116106,1.1549363174788168,0.457827,13.119804,10.416531,0.10356319831142885,12.661977,mother_model
26,1515,10.319877201980198,1.023863942397692,1.0482973725421445,0.288601,13.786158,10.353106,0.09921280286176574,13.497557,mother_model
27,1515,10.254493954455446,0.9356208399713499,0.8753863561886943,3.760881,13.037333,10.267924,0.09124007914255336,9.276452,mother_model
28,1515,10.185688662046203,0.917508050068478,0.8418210219404607,5.608914,13.293691,10.211815,0.09007815578413328,7.684777,mother_model
29,1515,10.094282724752475,0.9462274316771018,0.8953463524582443,0.58564,13.001698,10.108917,0.09373894683540326,12.416058,mother_model
30,1515,10.003689931353135,0.9945861897919919,0.9892016889249521,0.564926,13.567056,10.035306,0.09942193296843424,13.00213,mother_model
31,1515,9.946748728052805,0.9864082855624294,0.9730013058262114,0.478182,13.12223,9.968526,0.09916891564581934,12.644048,mother_model
32,1515,9.86721334389439,1.0052976565863845,1.010623378338076,0.569428,13.476809,9.897237,0.10188263104784696,12.907380999999999,mother_model
33,1515,9.785156117491749,0.974970976506464,0.9505684050299681,0.579714,12.840334,9.80313,0.09963775383855404,12.260620000000001,mother_model
34,1515,9.760887969636965,0.9424553136153001,0.8882220181617136,0.634468,13.237955,9.753342,0.09655425987338247,12.603487,mother_model
35,1515,9.663914592079207,0.9659675238399948,0.933093257113571,0.716966,12.600477,9.724699,0.0999561321280433,11.883511,mother_model
36,1515,9.591959582178218,0.944090086492142,0.8913060914127401,5.876779,12.328612,9.600389,0.09842515269207906,6.451833,mother_model
37,1515,9.5070490330033,1.0544965329163263,1.1119629379325526,0.343067,12.511228,9.52162,0.11091733399666798,12.168161,mother_model
38,1515,9.464431989438944,0.9685161661582478,0.9380235641098705,0.451543,12.861247,9.522942,0.1023322019999704,12.409704000000001,mother_model
39,1515,9.399504295049505,0.957035670742384,0.915917275073325,0.669225,12.474829,9.402157,0.10181767470933886,11.805603999999999,mother_model
40,1515,9.331279001320132,0.9542740310263186,0.9106389262912193,3.329776,12.162015,9.361203,0.1022661556782638,8.832239000000001,mother_model
41,1515,9.288647204620462,0.9650374145022916,0.9312972113892678,4.657191,12.197162,9.305298,0.10389429087394471,7.539971,mother_model
42,1515,9.213407238283828,0.917394378550866,0.8416124457967297,5.663643,12.157237,9.247177,0.09957167363002052,6.493594,mother_model
43,1515,9.138476953135314,0.9225833908737013,0.8511601131160167,3.707447,12.206675,9.156443,0.10095592466939175,8.499228,mother_model
44,1515,9.083703390759077,0.9921502186752225,0.9843620564172918,0.663836,12.27133,9.14111,0.1092230972319665,11.607494,mother_model
45,1515,9.034512303630363,0.9550195337078817,0.9120623097636199,0.652303,11.916391,9.055548,0.105707923306953,11.264088000000001,mother_model
46,1515,8.98719064620462,0.9597745150812684,0.921167119799484,0.624834,12.710895,8.993541,0.10679360802105502,12.086061,mother_model
47,1515,8.906954276567657,0.988969423211634,0.978060520047552,0.443402,11.775473,8.929987,0.11103340070055223,11.332071,mother_model
48,1515,8.861797407920793,0.9265711165198833,0.8585340339689033,3.580595,11.755538,8.836087,0.10455792136386481,8.174942999999999,mother_model
49,1515,8.801614811221121,0.9829297963975152,0.9661509846460606,0.433259,11.914673,8.783967,0.11167607507026829,11.481414000000001,mother_model
50,1515,8.727923279207921,0.9737383107999035,0.9481662979194494,0.548979,11.798513,8.752467,0.11156586505745184,11.249534,mother_model
51,1515,8.67474456369637,0.9752626787455294,0.9511372925539058,0.524846,12.292996,8.720922,0.11242552118790725,11.76815,mother_model
52,1515,8.645223499009902,0.9784957980535034,0.9574540268083626,0.50426,11.229132,8.661592,0.11318340100352133,10.724872,mother_model
53,1515,8.58678080330033,0.9705744453079423,0.94201475388482,0.46009,11.660561,8.594839,0.1130312357495957,11.200471,mother_model
54,1515,8.512076480528052,1.0560556742212566,1.115253587054913,0.313929,12.136011,8.540298,0.12406557631819393,11.822082,mother_model
55,1515,8.509467804620462,0.9213192791950717,0.8488292142165266,5.099594,11.420366,8.514573,0.10826990598575563,6.320772,mother_model
56,1515,8.427494803960396,0.9976661154224724,0.9953376778621661,0.60294,11.278357,8.45435,0.11838228781269988,10.675417,mother_model
57,1515,8.40384532541254,0.9845075589068846,0.9692551335447929,0.462641,11.234959,8.423126,0.11714965242515998,10.772318,mother_model
58,1515,8.344176240264026,0.949518516945076,0.9015854140215767,0.550043,11.842589,8.352525,0.11379415889650857,11.292546,mother_model
59,1515,8.282488092409242,0.952915294909267,0.9080475592720152,0.446016,11.422569,8.347528,0.11505181586467929,10.976553,mother_model
60,1515,8.23251389240924,0.95002035125789,0.9025386678041646,3.437819,11.502419,8.246466,0.11539857249847495,8.064599999999999,mother_model
61,1515,8.194117316831683,0.9584331316359331,0.918594067817462,4.602,10.838143,8.235855,0.116966000677974,6.236143,mother_model
62,1515,8.162076734653466,0.9942719859351073,0.9885767820153423,0.375191,11.085391,8.172875,0.12181605469521732,10.7102,mother_model
63,1515,8.104302623762377,0.9364715481688082,0.8769789605296844,4.530476,10.979826,8.113647,0.1155523913214949,6.449349999999999,mother_model
64,1515,8.082438377557756,0.9087216680598994,0.8257750700015659,5.085513,11.577845,8.109122,0.11243162342977057,6.492332,mother_model
65,1515,8.018909753795379,0.9500653454066351,0.902624160542629,0.577552,10.600529,8.038283,0.11847811916787887,10.022977,mother_model
66,1515,7.972396285148515,0.993227827892403,0.9865015180998611,0.388466,11.665012,7.998795,0.1245833488913052,11.276546000000002,mother_model
67,1515,7.943061998679869,0.92396712166562,0.8537152419190507,4.032941,11.158409,7.935314,0.11632379576279056,7.125468000000001,mother_model
68,1515,7.893098251485148,0.9606265154046839,0.9228033020985454,0.304658,10.758148,7.907616,0.12170461899722768,10.45349,mother_model
69,1515,7.82021328580858,1.036757349100674,1.0748658009142569,0.194002,10.383348,7.871018,0.13257405024771998,10.189346,mother_model
70,1515,7.8063459709570955,0.9233430727820663,0.8525624300546282,0.48264,10.495584,7.819803,0.11828108518598747,10.012944,mother_model
71,1515,7.776843733993399,0.9283368794457085,0.861809361738996,0.459842,11.221585,7.764931,0.1193719343218703,10.761743,mother_model
72,1515,7.726639939273927,0.9341969764602158,0.872723990827409,0.381939,10.731608,7.712074,0.12090598032292967,10.349669,mother_model
73,1515,7.708419285148515,0.9310094645629331,0.8667786231057595,0.389543,10.828797,7.718467,0.12077825947489255,10.439254,mother_model
74,1515,7.6547915782178215,0.9262647143937992,0.8579663211310263,4.263399,11.039807,7.638268,0.12100456360295193,6.776408,mother_model
75,1515,7.615343066666667,0.9556702092672017,0.9133055488808172,0.467488,10.574101,7.629232,0.12549273235637837,10.106613000000001,mother_model
76,1515,7.586497110891089,0.971150442002887,0.9431331810024028,0.351242,10.739102,7.584375,0.12801038843193052,10.387860000000002,mother_model
77,1515,7.5152904666666664,0.9952654561283519,0.9905533281623765,0.398064,10.410633,7.521137,0.13243206773480734,10.012569000000001,mother_model
78,1515,7.505980522112211,0.9187871567091767,0.8441698393337331,0.592168,10.825688,7.499493,0.12240734624909824,10.233519999999999,mother_model
79,1515,7.4749650363036295,0.9492644237021106,0.9011029461065002,0.403128,10.228882,7.462347,0.1269924901443448,9.825754,mother_model
80,1515,7.424415358415841,0.9041835529337333,0.8175478973958693,0.5195,10.624975,7.444943,0.1217851519997206,10.105474999999998,mother_model
81,1515,7.377173111551155,0.9677414637493961,0.9365235406598236,0.57987,10.515138,7.380875,0.13118052797678145,9.935268,mother_model
82,1515,7.352045501650165,1.000429630547622,1.0008594456776514,0.403425,10.751821,7.360163,0.13607500529248298,10.348396,mother_model
83,1515,7.329764755115511,0.9161558656029218,0.839341570078639,2.925069,10.710604,7.320537,0.1249911690499382,7.785534999999999,mother_model
84,1515,7.258860594719472,0.9860574529621848,0.9723093005422713,0.407993,10.255532,7.321545,0.13584190522676545,9.847539000000001,mother_model
85,1515,7.2524186264026405,0.9528210652045835,0.9078679822975972,0.468429,9.923887,7.257567,0.13137976643209906,9.455458,mother_model
86,1515,7.196326807920792,0.9916045970618027,0.9832796769141001,0.321813,10.576048,7.214435,0.13779315802756092,10.254235,mother_model
87,1515,7.173207988118811,0.910711942562753,0.8293962423264232,0.545386,9.963157,7.145514,0.12696020303205918,9.417771,mother_model
88,1515,7.170561323432343,0.9408501515451925,0.8851990076626116,0.460183,10.195537,7.16599,0.13121011160878468,9.735354,mother_model
89,1515,7.122394102970297,0.9724522218749568,0.9456633238295403,0.428057,10.04329,7.161142,0.13653445847224446,9.615233,mother_model
90,1515,7.084561318151815,0.9807979545327269,0.961964627615581,0.502621,10.385342,7.099154,0.1384415929917581,9.882721,mother_model
91,1515,7.0571384607260725,0.9199650960650322,0.8463357779779438,2.674935,9.837593,7.050453,0.13035950777850852,7.162658,mother_model
92,1515,7.018853530033003,0.9316794362971458,0.8680265720189673,0.356943,9.745895,7.03852,0.13273954675226923,9.388952000000002,mother_model
93,1515,6.993125467986799,0.9595966338980639,0.9208256997884949,0.456274,9.82693,7.026734,0.13721999387697464,9.370656,mother_model
94,1515,6.966838653465347,0.9443392236959701,0.8917765694107076,0.537213,11.024542,7.017106,0.13554773846043502,10.487329,mother_model
95,1515,6.944629126072607,0.928323335953351,0.8617842160755582,2.730272,10.216085,6.945133,0.13367500540354202,7.485813,mother_model
96,1515,6.911774359075907,0.924650761152057,0.8549790300990785,0.388949,9.677233,6.920119,0.13377907222012977,9.288283999999999,mother_model
97,1515,6.8603859168316825,0.9468443156792424,0.896514158134093,0.490506,9.734071,6.863165,0.13801618847070946,9.243565,mother_model
98,1515,6.824709046864687,0.9351298169281234,0.8744677745080256,0.520871,9.542769,6.8157,0.1370211990733477,9.021898,mother_model
99,1515,6.8278717841584164,0.927623920106122,0.860486137153049,0.387084,9.868151,6.830674,0.1358584269637773,9.481067,mother_model
100,1515,6.775875571617162,0.9563750413069413,0.9146532196348537,0.418602,9.918863,6.795732,0.14114412686576067,9.500261,mother_model
