experiment_id,total_epochs,initial_loss,final_loss,min_loss,total_improvement,gradient_ratio,convergence_status,avg_batch_std,avg_batch_var
add_magnus_karlsen_najdorf_game,30,11.659211,3.098111,3.098111,8.561100000000001,0.16541648238956314,정상적인 수렴,1.0983121593091536,1.6474136957443333
add_magnus_karlsen,30,5.192548,1.687145,1.687145,3.5054030000000003,0.3580033876089433,정상적인 수렴,0.35008679402838805,0.13632385782882414
add_garri_kasparov,30,10.739239,3.647735,3.647735,7.091504,0.49028897888342493,정상적인 수렴,0.6085816922160467,0.40036336224056696
mother_model,100,27.449441,6.755494,6.755494,20.693947,0.07961676187949379,기울기 소실 가능성,1.167946530624277,4.907612600065492
